"Institution Name (RSSD ID)","Location","Total Assets 10","Date 10"
"POPULAR, INC. (1129382)","SAN JUAN, PR","$35,749,000",2013-12-31
"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT","$33,204,410",2013-12-31
"NATIONWIDE MUTUAL INSURANCE COMPANY (3828072)","COLUMBUS, OH","$32,675,758",2013-12-31
"MUTUAL OF OMAHA INSURANCE COMPANY (1583836)","OMAHA, NE","$32,233,999",2013-12-31
"JOHN DEERE CAPITAL CORPORATION (3843075)","RENO, NV","$31,676,590",2013-12-31
"CITY NATIONAL CORPORATION (1027518)","LOS ANGELES, CA","$29,717,951",2013-12-31
"BOK FINANCIAL CORPORATION (1883693)","TULSA, OK","$27,021,529",2013-12-31
"SVB FINANCIAL GROUP (1031449)","SANTA CLARA, CA","$26,417,306",2013-12-31
"SYNOVUS FINANCIAL CORP. (1078846)","COLUMBUS, GA","$26,201,604",2013-12-31
"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO","$25,617,367",2013-12-31
"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA","$24,730,609",2013-12-31
"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX","$24,388,272",2013-12-31
"ASSOCIATED BANC-CORP (1199563)","GREEN BAY, WI","$24,226,920",2013-12-31
"FIRSTMERIT CORPORATION (1070804)","AKRON, OH","$23,912,451",2013-12-31
"FIRST HORIZON NATIONAL CORPORATION (1094640)","MEMPHIS, TN","$23,791,187",2013-12-31
"IMB HOLDCO LLC (3923614)","PASADENA, CA","$23,498,336",2013-12-31
"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO","$23,081,892",2013-12-31
"MACY'S, INC. (4103310)","CINCINNATI, OH","$22,445,600",2013-12-31
"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL","$21,924,495",2013-12-31
"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC","$21,199,091",2013-12-31
"WEBSTER FINANCIAL CORPORATION (1145476)","WATERBURY, CT","$20,856,659",2013-12-31
"BARCLAYS DELAWARE HOLDINGS LLC (2938451)","WILMINGTON, DE","$19,056,120",2013-12-31
"HANCOCK HOLDING COMPANY (1086533)","GULFPORT, MS","$19,025,806",2013-12-31
"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX","$18,651,693",2013-12-31
"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA","$18,473,488",2013-12-31
"TCF FINANCIAL CORPORATION (2389941)","WAYZATA, MN","$18,402,494",2013-12-31
"WINTRUST FINANCIAL CORPORATION (2260406)","ROSEMONT, IL","$18,097,783",2013-12-31
"EVERBANK FINANCIAL CORP (3838857)","JACKSONVILLE, FL","$17,640,984",2013-12-31
"UMB FINANCIAL CORPORATION (1049828)","KANSAS CITY, MO","$16,911,852",2013-12-31
"FULTON FINANCIAL CORPORATION (1117129)","LANCASTER, PA","$16,908,633",2013-12-31
"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE","$16,271,487",2013-12-31
"VALLEY NATIONAL BANCORP (1048773)","WAYNE, NJ","$16,156,541",2013-12-31
"ASTORIA FINANCIAL CORPORATION (2504128)","LAKE SUCCESS, NY","$15,793,722",2013-12-31
"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA","$15,793,167",2013-12-31
"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ","$15,605,073",2013-12-31
"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL","$15,046,649",2013-12-31
"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA","$14,404,373",2013-12-31
"BANK OF HAWAII CORPORATION (1025309)","HONOLULU, HI","$14,127,598",2013-12-31
"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR","$14,113,477",2013-12-31
"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL","$14,085,746",2013-12-31
"F.N.B. CORPORATION (3005332)","HERMITAGE, PA","$13,563,405",2013-12-31
"MODERN WOODMEN OF AMERICA (3057395)","ROCK ISLAND, IL","$13,398,445",2013-12-31
"FIRSTBANK HOLDING COMPANY (1060627)","LAKEWOOD, CO","$13,384,848",2013-12-31
"IBERIABANK CORPORATION (2291914)","LAFAYETTE, LA","$13,365,550",2013-12-31
"BANCORPSOUTH, INC. (1097614)","TUPELO, MS","$13,045,442",2013-12-31
"FIRST BANCORP (2744894)","SAN JUAN, PR","$12,656,925",2013-12-31
"INTERNATIONAL BANCSHARES CORPORATION (1104231)","LAREDO, TX","$12,079,477",2013-12-31
"TRUSTMARK CORPORATION (1079562)","JACKSON, MS","$11,790,383",2013-12-31
"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX","$11,714,698",2013-12-31
"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY","$11,647,170",2013-12-31
"UMPQUA HOLDINGS CORPORATION (2747644)","PORTLAND, OR","$11,641,151",2013-12-31
"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH","$11,381,407",2013-12-31
"CATHAY GENERAL BANCORP (1843080)","LOS ANGELES, CA","$10,989,286",2013-12-31
"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI","$10,340,044",2013-12-31
"STERLING FINANCIAL CORPORATION (3152245)","SPOKANE, WA","$10,327,642",2013-12-31
"COUNTRY LIFE INSURANCE COMPANY (3825204)","BLOOMINGTON, IL","$10,262,625",2013-12-31
