"Institution Name (RSSD ID)","Location","Total Assets 9","Date 9"
"NEW YORK COMMUNITY BANCORP, INC. (2132932)","WESTBURY, NY","$47,567,470",2014-03-31
"E*TRADE FINANCIAL CORPORATION (3412583)","NEW YORK, NY","$46,438,440",2014-03-31
"UTRECHT-AMERICA HOLDINGS, INC. (2307280)","NEW YORK, NY","$45,551,256",2014-03-31
"HUDSON CITY BANCORP, INC. (2367556)","PARAMUS, NJ","$38,231,106",2014-03-31
"FIRST NIAGARA FINANCIAL GROUP, INC. (2648693)","BUFFALO, NY","$37,996,061",2014-03-31
"POPULAR, INC. (1129382)","SAN JUAN, PR","$36,744,000",2014-03-31
"JOHN DEERE CAPITAL CORPORATION (3843075)","RENO, NV","$33,333,935",2014-03-31
"MUTUAL OF OMAHA INSURANCE COMPANY (1583836)","OMAHA, NE","$33,288,652",2014-03-31
"PEOPLE'S UNITED FINANCIAL, INC. (3650152)","BRIDGEPORT, CT","$33,101,545",2014-03-31
"NATIONWIDE MUTUAL INSURANCE COMPANY (3828072)","COLUMBUS, OH","$32,872,949",2014-03-31
"CITY NATIONAL CORPORATION (1027518)","LOS ANGELES, CA","$29,851,542",2014-03-31
"SVB FINANCIAL GROUP (1031449)","SANTA CLARA, CA","$29,724,778",2014-03-31
"EAST WEST BANCORP, INC. (2734233)","PASADENA, CA","$27,401,438",2014-03-31
"BOK FINANCIAL CORPORATION (1883693)","TULSA, OK","$27,365,683",2014-03-31
"SYNOVUS FINANCIAL CORP. (1078846)","COLUMBUS, GA","$26,435,426",2014-03-31
"SCOTTRADE FINANCIAL SERVICES, INC. (3242735)","TOWN AND COUNTRY, MO","$25,852,820",2014-03-31
"ASSOCIATED BANC-CORP (1199563)","GREEN BAY, WI","$24,806,197",2014-03-31
"CULLEN/FROST BANKERS, INC. (1102367)","SAN ANTONIO, TX","$24,715,220",2014-03-31
"FIRSTMERIT CORPORATION (1070804)","AKRON, OH","$24,500,602",2014-03-31
"FIRST HORIZON NATIONAL CORPORATION (1094640)","MEMPHIS, TN","$23,942,809",2014-03-31
"RAYMOND JAMES FINANCIAL, INC. (3815157)","SAINT PETERSBURG, FL","$22,868,902",2014-03-31
"COMMERCE BANCSHARES, INC. (1049341)","KANSAS CITY, MO","$22,820,527",2014-03-31
"FIRST CITIZENS BANCSHARES, INC. (1075612)","RALEIGH, NC","$22,154,997",2014-03-31
"IMB HOLDCO LLC (3923614)","PASADENA, CA","$21,807,098",2014-03-31
"MACY'S, INC. (4103310)","CINCINNATI, OH","$21,633,260",2014-03-31
"WEBSTER FINANCIAL CORPORATION (1145476)","WATERBURY, CT","$21,182,781",2014-03-31
"BARCLAYS DELAWARE HOLDINGS LLC (2938451)","WILMINGTON, DE","$20,089,504",2014-03-31
"HANCOCK HOLDING COMPANY (1086533)","GULFPORT, MS","$19,020,567",2014-03-31
"PROSPERITY BANCSHARES, INC. (1109599)","HOUSTON, TX","$18,921,328",2014-03-31
"TCF FINANCIAL CORPORATION (2389941)","WAYZATA, MN","$18,815,947",2014-03-31
"SUSQUEHANNA BANCSHARES, INC. (1117156)","LITITZ, PA","$18,435,035",2014-03-31
"WINTRUST FINANCIAL CORPORATION (2260406)","ROSEMONT, IL","$18,221,163",2014-03-31
"EVERBANK FINANCIAL CORP (3838857)","JACKSONVILLE, FL","$17,630,948",2014-03-31
"FULTON FINANCIAL CORPORATION (1117129)","LANCASTER, PA","$16,884,185",2014-03-31
"FIRST NATIONAL OF NEBRASKA, INC. (1020902)","OMAHA, NE","$16,573,510",2014-03-31
"INVESTORS BANCORP, MHC (2477754)","SHORT HILLS, NJ","$16,371,463",2014-03-31
"VALLEY NATIONAL BANCORP (1048773)","WAYNE, NJ","$16,344,464",2014-03-31
"FRANKLIN RESOURCES, INC. (1246216)","SAN MATEO, CA","$16,023,672",2014-03-31
"UMB FINANCIAL CORPORATION (1049828)","KANSAS CITY, MO","$15,945,830",2014-03-31
"BANKUNITED, INC. (4028712)","MIAMI LAKES, FL","$15,751,652",2014-03-31
"ASTORIA FINANCIAL CORPORATION (2504128)","LAKE SUCCESS, NY","$15,699,906",2014-03-31
"ARVEST BANK GROUP, INC. (1095674)","BENTONVILLE, AR","$14,556,251",2014-03-31
"F.N.B. CORPORATION (3005332)","HERMITAGE, PA","$14,476,510",2014-03-31
"WASHINGTON FEDERAL, INC. (3065617)","SEATTLE, WA","$14,364,599",2014-03-31
"BANK OF HAWAII CORPORATION (1025309)","HONOLULU, HI","$14,333,411",2014-03-31
"PRIVATEBANCORP, INC. (1839319)","CHICAGO, IL","$14,304,782",2014-03-31
"FIRSTBANK HOLDING COMPANY (1060627)","LAKEWOOD, CO","$14,009,813",2014-03-31
"MODERN WOODMEN OF AMERICA (3057395)","ROCK ISLAND, IL","$13,587,385",2014-03-31
"IBERIABANK CORPORATION (2291914)","LAFAYETTE, LA","$13,550,924",2014-03-31
"BANCORPSOUTH, INC. (1097614)","TUPELO, MS","$13,148,062",2014-03-31
"FIRST BANCORP (2744894)","SAN JUAN, PR","$12,819,428",2014-03-31
"INTERNATIONAL BANCSHARES CORPORATION (1104231)","LAREDO, TX","$12,144,185",2014-03-31
"TEXAS CAPITAL BANCSHARES, INC. (2706735)","DALLAS, TX","$12,143,691",2014-03-31
"TRUSTMARK CORPORATION (1079562)","JACKSON, MS","$12,057,054",2014-03-31
"UNITED BANKSHARES, INC. (1076217)","CHARLESTON, WV","$11,886,320",2014-03-31
"UMPQUA HOLDINGS CORPORATION (2747644)","PORTLAND, OR","$11,846,183",2014-03-31
"APPLE FINANCIAL HOLDINGS, INC. (3446412)","NEW YORK, NY","$11,575,745",2014-03-31
"THIRD FEDERAL SAVINGS AND LOAN OF CLEVELAND, MHC (3828036)","CLEVELAND, OH","$11,534,400",2014-03-31
"CATHAY GENERAL BANCORP (1843080)","LOS ANGELES, CA","$11,291,188",2014-03-31
"CENTRAL BANCOMPANY, INC (1094314)","JEFFERSON CITY, MO","$10,793,363",2014-03-31
"HAWAIIAN ELECTRIC INDUSTRIES, INC. (3842957)","HONOLULU, HI","$10,458,070",2014-03-31
"COUNTRY LIFE INSURANCE COMPANY (3825204)","BLOOMINGTON, IL","$10,406,821",2014-03-31
"STERLING FINANCIAL CORPORATION (3152245)","SPOKANE, WA","$10,240,431",2014-03-31
